,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11
0,0,0.1980850428,0.0887982420849367,0.0431737230760024,0.1578695313088385,-0.2863356255349285,0.4974590411851745,0.04375309438822,0.0345558893541434,-0.213296583137513,-0.023823917715577,0.3476848631863189,-0.1796549937929348,0.1188447628153713,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.4031391826773761,0.4031766845691999,0.2792234104214221,-0.0588869550147219,0.0450562517485682,0.1242008559429627,0.0886931130399647,-0.3290627051271712,-0.217446941904577,0.3683005777787852,-0.4728008339396111,0.002400983377135,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
1,1,0.2121845478,0.0887982420849367,0.0431737230760024,0.1578695313088385,-0.2863356255349285,0.4974590411851745,0.04375309438822,0.0345558893541434,-0.213296583137513,-0.023823917715577,0.3476848631863189,-0.1796549937929348,0.1188447628153713,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.4031391826773761,0.4031766845691999,0.2792234104214221,-0.0588869550147219,0.0450562517485682,0.1242008559429627,0.0886931130399647,-0.3290627051271712,-0.217446941904577,0.3683005777787852,-0.4728008339396111,0.002400983377135,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
2,2,0.2487060205,0.0887982420849367,0.0431737230760024,0.1578695313088385,-0.2863356255349286,0.4974590411851745,0.04375309438822,0.0345558893541432,-0.213296583137513,-0.023823917715577,0.3476848631863188,-0.1796549937929349,0.1188447628153713,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.4031391826773761,0.4031766845691999,0.2792234104214222,-0.0588869550147218,0.0450562517485682,0.1242008559429627,0.0886931130399645,-0.3290627051271711,-0.2174469419045769,0.3683005777787852,-0.472800833939611,0.0024009833771351,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
3,3,0.29962464,0.0887982420849367,0.0431737230760024,0.1578695313088385,-0.2863356255349286,0.4974590411851745,0.04375309438822,0.0345558893541431,-0.213296583137513,-0.0238239177155771,0.3476848631863189,-0.1796549937929349,0.1188447628153713,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.4031391826773761,0.4031766845691999,0.2792234104214222,-0.0588869550147219,0.0450562517485681,0.1242008559429627,0.0886931130399643,-0.3290627051271711,-0.2174469419045771,0.368300577778785,-0.472800833939611,0.0024009833771351,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
4,4,0.3561969337,0.0887982420849366,0.0431737230760024,0.1578695313088385,-0.2863356255349286,0.4974590411851744,0.04375309438822,0.0345558893541431,-0.2132965831375131,-0.0238239177155771,0.347684863186319,-0.179654993792935,0.1188447628153712,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.403139182677376,0.4031766845691998,0.2792234104214222,-0.0588869550147222,0.045056251748568,0.1242008559429627,0.0886931130399643,-0.3290627051271711,-0.217446941904577,0.3683005777787851,-0.4728008339396111,0.0024009833771352,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
5,5,0.4173727225,0.0887982420849365,0.0431737230760023,0.1578695313088385,-0.2863356255349286,0.4974590411851744,0.0437530943882199,0.0345558893541431,-0.2132965831375131,-0.0238239177155771,0.3476848631863189,-0.179654993792935,0.1188447628153711,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.403139182677376,0.4031766845691998,0.2792234104214222,-0.0588869550147223,0.0450562517485678,0.1242008559429626,0.0886931130399643,-0.3290627051271711,-0.2174469419045771,0.3683005777787851,-0.472800833939611,0.0024009833771352,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
6,6,0.4810397424,0.0887982420849366,0.0431737230760024,0.1578695313088386,-0.2863356255349288,0.4974590411851744,0.04375309438822,0.034555889354143,-0.2132965831375132,-0.0238239177155771,0.3476848631863189,-0.179654993792935,0.1188447628153712,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.403139182677376,0.4031766845691999,0.2792234104214222,-0.0588869550147222,0.0450562517485676,0.1242008559429626,0.0886931130399643,-0.3290627051271711,-0.2174469419045772,0.3683005777787852,-0.472800833939611,0.0024009833771352,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
7,7,0.5456477811,0.0887982420849367,0.0431737230760025,0.1578695313088385,-0.2863356255349287,0.4974590411851744,0.04375309438822,0.034555889354143,-0.2132965831375132,-0.0238239177155771,0.3476848631863188,-0.1796549937929349,0.118844762815371,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.403139182677376,0.4031766845691998,0.2792234104214221,-0.0588869550147222,0.0450562517485676,0.1242008559429627,0.0886931130399642,-0.3290627051271711,-0.2174469419045772,0.3683005777787853,-0.472800833939611,0.0024009833771352,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
8,8,0.6122042148,0.0887982420849367,0.0431737230760024,0.1578695313088386,-0.2863356255349288,0.4974590411851744,0.04375309438822,0.034555889354143,-0.2132965831375133,-0.0238239177155771,0.3476848631863187,-0.1796549937929348,0.1188447628153709,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.403139182677376,0.4031766845691999,0.2792234104214221,-0.0588869550147222,0.0450562517485675,0.1242008559429626,0.0886931130399641,-0.3290627051271713,-0.2174469419045771,0.3683005777787852,-0.472800833939611,0.0024009833771352,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
9,9,0.6780015822,0.0887982420849367,0.0431737230760023,0.1578695313088386,-0.2863356255349288,0.4974590411851745,0.04375309438822,0.034555889354143,-0.2132965831375133,-0.0238239177155771,0.3476848631863186,-0.1796549937929348,0.1188447628153709,0.0865630320401772,-0.1066292470747507,0.3954073279667713,-0.0660822011366757,-0.0423333336741693,0.0509608752664766,0.0490166399618886,-0.0002693948332639,0.0645281277941163,0.0069446477114566,-0.0124198375726333,-0.0109217612348438,0.403139182677376,0.4031766845691999,0.279223410421422,-0.0588869550147222,0.0450562517485675,0.1242008559429625,0.0886931130399641,-0.3290627051271713,-0.217446941904577,0.3683005777787853,-0.472800833939611,0.0024009833771352,-0.8072993266879445,0.906933673635027,0.3406022431233925,-0.3462180297904025,-0.2051458815534636,0.1072793153246558,0.4457076997089998,0.4687125452984249,-0.5487290390896334,0.3539744947731015,0.2317602394451832,-0.9475779341873407
